chromosome	scaffold	position	Fst	piPop1	piPop2	piPop1_egg	piPop2_egg	TajDPop1	TajDPop2	thetaWPop1	thetaWPop2	SPop1	SPop2	Dxy	Dxy_egg	SampleNrPop1	SampleNrPop2	genome_pos	comp
CHR1	CHR1	21424998	0.0032	0.0041	0.0028	135.8917	91.13	-1.1072	-0.3682	185.9899	99.8539	678	349	0.0035	0.0023	12	12	21424998	Belgium
CHR1	CHR1	21450006	0.0018	0.0034	0.0024	135.7283	93.3239	-1.3017	-0.7724	198.6087	113.9683	724	392	0.0029	0.0012	12	12	21450006	Belgium
CHR1	CHR1	21474999	0	0.0035	0.0032	144.2467	122.9842	-1.0898	-0.4349	195.6784	136.9364	704	471	0.0033	0.0038	12	12	21474999	Belgium
CHR1	CHR1	21500000	0	0.004	0.0038	198.4983	190.7703	-0.9234	-0.4692	255.9419	214.5856	933	750	0.0038	0.0037	12	12	21500000	Belgium
CHR1	CHR1	21525003	0	0.0075	0.0089	390.6126	406.8671	-0.6174	-0.1255	459.4884	419.422	1675	1488	0.0081	0.0075	12	12	21525003	Belgium
CHR1	CHR1	21549998	0	0.007	0.0086	297.6848	312.9569	-0.634	-0.1406	351.3317	323.5886	1264	1113	0.0077	0.0087	12	12	21549998	Belgium
CHR1	CHR1	21571588	0.0029	0.0021	0.0015	54.4344	49.9406	-1.4061	-1.2374	82.5518	70.1032	297	237	0.0018	0.0011	12	12	21571588	Belgium
CHR1	CHR1	21600026	0	0.0032	0.003	83.9122	86.7781	-1.0563	-1.0592	113.0204	115.8762	412	405	0.003	0.0013	12	12	21600026	Belgium
CHR1	CHR1	21629049	0	0.0038	0.0036	140.705	136.9724	-0.9304	-0.7674	181.8751	167.3768	663	585	0.0036	0.0019	12	12	21629049	Belgium
CHR1	CHR1	21649997	0	0.0054	0.0054	279.7164	265.6438	-0.8056	-0.3378	348.4327	288.6892	1286	1009	0.0053	0.0019	12	12	21649997	Belgium
CHR1	CHR1	21675000	0	0.0049	0.0049	285.4211	275.2415	-1.0758	-0.5309	387.4485	314.7256	1430	1100	0.0048	0.002	12	12	21675000	Belgium
CHR1	CHR1	21700004	0	0.0042	0.0044	229.905	206.8712	-1.2343	-0.7226	328.3627	249.4916	1197	872	0.0042	0.0037	12	12	21700004	Belgium
CHR1	CHR1	21724998	0	0.004	0.0042	232.5534	185.1023	-1.1414	-0.8472	321.779	230.844	1173	794	0.004	0.0046	12	12	21724998	Belgium
CHR1	CHR1	21750001	0	0.0034	0.0027	217.9705	168.6331	-1.1907	-1.0715	306.6914	225.0293	1118	774	0.0029	0.0018	12	12	21750001	Belgium
CHR1	CHR1	21775001	0	0.0038	0.0029	217.7999	156.2673	-1.1642	-0.9829	302.6901	202.9334	1089	698	0.0032	0.0019	12	12	21775001	Belgium
CHR1	CHR1	21800002	0	0.004	0.0024	215.6555	117.2602	-1.155	-1.116	298.7987	158.7416	1075	546	0.0031	0.0048	12	12	21800002	Belgium
CHR1	CHR1	21824999	0	0.0047	0.0036	262.1495	141.9087	-1.1629	-0.9936	364.1175	184.9078	1310	636	0.0042	0.0015	12	12	21824999	Belgium
CHR1	CHR1	21850003	0	0.0046	0.0038	233.5662	123.4905	-1.2613	-1.1648	335.4884	169.7895	1207	584	0.0041	0.0007	12	12	21850003	Belgium
CHR1	CHR1	21875004	0	0.0046	0.0035	154.3922	80.8392	-1.1438	-1.1764	213.1894	111.6424	767	384	0.0039	0.0011	12	12	21875004	Belgium
CHR1	CHR1	21899998	0	0.0042	0.0027	174.4525	92.0806	-1.2969	-0.9379	253.7704	118.0386	913	406	0.0034	0.0008	12	12	21899998	Belgium
CHR1	CHR1	21925001	0	0.0082	0.0093	428.4258	317.1743	-0.3526	0.1966	468.541	303.2371	1708	1043	0.0086	0.0183	12	12	21925001	Belgium
CHR1	CHR1	21950002	0	0.0136	0.0149	647.0056	542.6304	0.4464	0.8148	583.756	455.8733	2128	1568	0.014	0.0218	12	12	21950002	Belgium
CHR1	CHR1	21975000	0	0.0093	0.0094	465.4865	328.6086	0.0438	0.7534	460.5857	279.3968	1679	961	0.0092	0.0242	12	12	21975000	Belgium
CHR1	CHR1	22000006	0	0.01	0.0084	482.6983	321.9546	0.2288	1.192	457.2938	251.7769	1667	866	0.0091	0.014	12	12	22000006	Belgium
CHR1	CHR1	22024997	0	0.0177	0.017	817.8518	661.1936	0.9039	1.758	670.7159	467.2245	2445	1633	0.017	0.0211	12	12	22024997	Belgium
CHR1	CHR1	22049999	0	0.0257	0.0252	1260.0136	1103.7373	1.292	2.1373	959.302	731.1698	3497	2594	0.0248	0.0254	12	12	22049999	Belgium
CHR1	CHR1	22075002	0	0.0267	0.0269	1321.5124	1200.6807	1.1945	1.6831	1024.5905	856.8836	3735	3040	0.0261	0.0258	12	12	22075002	Belgium
CHR1	CHR1	22100002	0	0.0269	0.0266	1427.8984	1302.8238	1.0196	1.3376	1144.7433	990.2412	4173	3461	0.0261	0.0201	12	12	22100002	Belgium
CHR1	CHR1	22124988	0	0.031	0.031	1647.5501	1491.7925	1.2044	1.5374	1275.046	1094.6729	4648	3826	0.0301	0.0239	12	12	22124988	Belgium
CHR1	CHR1	22150009	0	0.0191	0.0206	1001.7768	876.279	0.7715	1.3131	843.8127	668.935	3076	2338	0.0193	0.0273	12	12	22150009	Belgium
CHR1	CHR1	22175002	0	0.0076	0.0073	380.786	282.718	-0.5635	0.229	440.5544	268.3489	1585	923	0.0073	0.0165	12	12	22175002	Belgium
CHR1	CHR1	22199997	0	0.0057	0.0047	261.0459	173.1947	-1.0816	-0.7623	352.9994	210.7832	1270	725	0.005	0.002	12	12	22199997	Belgium
CHR1	CHR1	22224998	0	0.0088	0.0062	455.8004	340.295	-0.5377	-0.1097	524.2282	349.3454	1911	1221	0.0073	0.0016	12	12	22224998	Belgium
CHR1	CHR1	22250003	0	0.014	0.013	759.4398	602.4341	0.0261	0.4632	754.6582	543.0447	2751	1898	0.0133	0.0153	12	12	22250003	Belgium
CHR1	CHR1	22274999	0	0.015	0.0159	674.429	537.7477	0.09	0.4804	660.1367	483.4931	2375	1663	0.0152	0.012	12	12	22274999	Belgium
CHR1	CHR1	22300000	0	0.0079	0.0091	368.0379	264.696	-0.4173	-0.1079	409.1458	271.547	1472	934	0.0082	0.0092	12	12	22300000	Belgium
CHR1	CHR1	22325000	0	0.0055	0.0048	276.3697	190.6649	-0.521	-0.1702	316.0318	198.5723	1137	683	0.005	0.001	12	12	22325000	Belgium
CHR1	CHR1	22349998	0	0.0056	0.0051	267.3408	176.5155	-0.4915	-0.2131	303.246	185.78	1091	639	0.0052	0.0022	12	12	22349998	Belgium
CHR1	CHR1	22375001	0	0.0046	0.0036	250.8165	152.8566	-0.7302	-0.8115	304.3578	188.6873	1095	649	0.004	0.0017	12	12	22375001	Belgium
CHR1	CHR1	22400003	0	0.0201	0.0227	983.9105	916.5555	1.0635	1.4253	782.0904	685.8157	2851	2397	0.0208	0.0194	12	12	22400003	Belgium
CHR1	CHR1	22424998	0	0.0262	0.0275	1347.5104	1278.1454	1.457	1.7644	993.548	899.7278	3667	3192	0.026	0.0206	12	12	22424998	Belgium
CHR1	CHR1	22450004	0	0.0294	0.0299	1489.8626	1416.226	2.0179	2.344	997.6121	905.5686	3682	3258	0.0287	0.024	12	12	22450004	Belgium
CHR1	CHR1	22474999	0	0.0244	0.027	1100.2875	1031.2963	1.8376	2.3833	760.9676	657.6018	2774	2333	0.025	0.0254	12	12	22474999	Belgium
CHR1	CHR1	22500000	0	0.0037	0.0029	184.5526	94.7593	-0.9679	-0.5775	240.7067	109.6073	866	377	0.0032	0.0309	12	12	22500000	Belgium
CHR1	CHR1	22525000	0	0.0035	0.0024	171.8766	97.3269	-1.1376	-0.9372	236.8154	124.7255	852	429	0.0028	0.0157	12	12	22525000	Belgium
CHR1	CHR1	22550002	0	0.0038	0.0028	201.5262	135.1502	-1.0891	-0.8242	273.2271	167.4636	983	576	0.0032	0.0121	12	12	22550002	Belgium
CHR1	CHR1	22575000	0	0.0039	0.0027	227.1993	161.509	-0.997	-0.6765	299.8333	191.8854	1093	660	0.0032	0.0014	12	12	22575000	Belgium
CHR1	CHR1	22600002	0	0.0042	0.0042	243.4422	171.4586	-0.8778	-0.5563	309.4346	197.1187	1128	678	0.0042	0.0045	12	12	22600002	Belgium
CHR1	CHR1	22624730	0	0.0055	0.0055	284.2398	202.1685	-0.5507	-0.225	327.7058	213.3999	1179	734	0.0054	0.0045	12	12	22624730	Belgium
CHR1	CHR1	22650196	0	0.0047	0.0041	242.7967	166.488	-0.6778	-0.3952	290.1822	183.4541	1044	631	0.0042	0.0036	12	12	22650196	Belgium
CHR1	CHR1	22675000	0	0.0034	0.0038	195.9475	136.9915	-1.0768	-0.8369	264.6106	170.371	952	586	0.0035	0.006	12	12	22675000	Belgium
CHR1	CHR1	22700000	0	0.0034	0.0038	187.1957	151.4506	-0.7915	-0.6358	231.8016	177.9301	845	612	0.0035	0.0064	12	12	22700000	Belgium
CHR1	CHR1	22724999	0	0.0033	0.0025	189.3025	139.038	-0.581	-0.6366	220.1382	163.3933	792	562	0.0028	0.0024	12	12	22724999	Belgium
CHR1	CHR1	22750005	0	0.0123	0.014	589.2169	547.3164	0.9021	0.9381	483.3544	448.0548	1762	1566	0.0129	0.0157	12	12	22750005	Belgium
CHR1	CHR1	22775000	0	0.0116	0.0136	548.4229	531.2827	0.7593	0.7295	463.0546	453.2049	1688	1584	0.0124	0.016	12	12	22775000	Belgium
CHR1	CHR1	22800002	0	0.0153	0.0165	723.2862	666.6783	0.8335	0.8807	601.5869	551.9143	2193	1929	0.0155	0.0137	12	12	22800002	Belgium
CHR1	CHR1	22824997	0	0.0209	0.021	991.3089	914.6421	1.2071	1.3427	766.7284	692.8355	2795	2458	0.0204	0.0129	12	12	22824997	Belgium
CHR1	CHR1	22850000	0	0.0089	0.0094	425.9661	379.9287	0.2033	0.4438	406.0883	344.2308	1461	1184	0.009	0.0074	12	12	22850000	Belgium
CHR1	CHR1	22875003	0	0.0041	0.0035	228.7566	178.7039	-0.9311	-0.9532	294.9074	229.9718	1061	791	0.0037	0.0023	12	12	22875003	Belgium
CHR1	CHR1	22900003	0	0.0052	0.0047	285.4114	219.8716	-0.7413	-1.0133	347.4404	288.1189	1250	991	0.0049	0.0011	12	12	22900003	Belgium
CHR1	CHR1	22924753	0.0014	0.0065	0.0076	223.4568	184.6839	-0.6962	-0.9143	268.5019	234.9143	966	808	0.0071	0.0083	12	12	22924753	Belgium
CHR1	CHR1	22949795	0	0.0107	0.0114	87.2366	77.9025	-0.1608	-0.4269	90.8004	86.6926	331	303	0.011	0.0097	12	12	22949795	Belgium
CHR1	CHR1	22975850	0	0.0051	0.0092	NA	NA	NA	NA	NA	NA	NA	NA	0.0064	NA	12	12	22975850	Belgium
CHR1	CHR1	23000000	0	0.0134	0.0228	3.5939	4.4447	0.2403	-0.4783	3.383	5.0312	11	16	0.0182	NA	12	12	23000000	Belgium
CHR1	CHR1	23025000	0.0467	0.0151	0.0164	4.4071	4.7967	0.0934	-0.5422	4.3056	5.5358	14	18	0.0173	NA	12	12	23025000	Belgium
CHR1	CHR1	23050003	0	0.0117	0.0095	24.7694	18.389	-0.2673	-0.4334	26.4957	20.5765	94	73	0.0103	0.0009	12	12	23050003	Belgium
CHR1	CHR1	23074895	0	0.0115	0.0094	23.9562	18.037	-0.2707	-0.4021	25.6501	20.0127	91	71	0.0102	0.0009	12	12	23074895	Belgium
CHR1	CHR1	23100089	0	0.0107	0.0088	3.6644	2.9703	0.4683	0.9629	3.2537	2.3259	11	8	0.0097	NA	12	12	23100089	Belgium
CHR1	CHR1	23125084	0.0481	0.0073	0.0089	8.8812	8.1049	-0.0731	-0.8519	9.041	10.149	30	33	0.0089	NA	12	12	23125084	Belgium
CHR1	CHR1	23150007	0	0.0136	0.0137	20.8688	22.5599	-0.1252	-0.6873	21.5144	26.9173	74	91	0.0136	0.0027	12	12	23150007	Belgium
CHR1	CHR1	23174993	0	0.0155	0.0155	15.9199	18.3264	-0.0974	-0.4029	16.3085	20.3141	57	71	0.0149	0.0027	12	12	23174993	Belgium
CHR1	CHR1	23199587	0	0.011	0.0073	3.3042	1.7266	-0.7704	-1.974	4.0879	3.459	13	11	0.0084	NA	12	12	23199587	Belgium
CHR1	CHR1	23226158	0	0.0169	0.0082	4.0363	0.8254	-1.1116	-1.9349	5.4782	1.8453	17	6	0.0103	NA	12	12	23226158	Belgium
CHR1	CHR1	23250005	0.0142	0.0105	0.0097	5.0818	4.2289	-1.1407	-1.1285	7.0991	5.9159	24	20	0.0104	0.006	12	12	23250005	Belgium
CHR1	CHR1	23274998	0	0.0077	0.0079	10.37	7.2185	-0.8439	-0.7598	13.0149	8.8738	44	30	0.0076	0.006	12	12	23274998	Belgium
CHR1	CHR1	23300000	0	0.0063	0.0066	6.4311	4.1628	-0.7881	0.3128	7.9864	3.8453	27	13	0.0058	NA	12	12	23300000	Belgium
CHR1	CHR1	23325002	0	0.0084	0.0124	3.7688	7.0949	-1.4363	-0.5137	5.9159	8.1406	20	28	0.0097	NA	12	12	23325002	Belgium
CHR1	CHR1	23349999	0	0.0101	0.0122	3.626	6.4218	-1.3338	-0.8444	5.524	8.1406	19	28	0.0107	NA	12	12	23349999	Belgium
CHR1	CHR1	23375005	0	0.0115	0.0076	0.8763	2.1614	-1.0875	-0.9068	1.289	2.8301	4	9	0.0095	NA	12	12	23375005	Belgium
CHR1	CHR1	23400000	0.0628	0.0068	0.0083	0.8763	1.6614	-1.0875	-0.4288	1.289	1.8867	4	6	0.0085	NA	12	12	23400000	Belgium
CHR1	CHR1	23424995	0	0.0022	0.0029	0.0	NA	NA	NA	0.0	NA	0	NA	0.0024	NA	12	12	23424995	Belgium
CHR1	CHR1	23450002	0	0.0039	0.0045	0.5222	0.5137	-2.0874	-1.3183	1.479	0.9226	5	3	0.0038	NA	12	12	23450002	Belgium
CHR1	CHR1	23474866	0	0.0047	0.0047	0.5222	0.5137	-2.0282	-1.3183	1.4537	0.9226	5	3	0.0042	NA	12	12	23474866	Belgium
CHR1	CHR1	23500179	0	0.0188	0.0165	23.7749	25.5713	0.1689	0.605	22.8314	22.22	81	81	0.0173	0.0041	12	12	23500179	Belgium
CHR1	CHR1	23524708	0	0.0169	0.0156	53.8796	50.6208	-0.3226	0.0137	58.3673	50.4547	204	179	0.0158	0.0037	12	12	23524708	Belgium
CHR1	CHR1	23550051	0	0.0143	0.0145	30.1046	25.0494	-0.6668	-0.5073	35.7605	28.4921	123	98	0.014	0.0023	12	12	23550051	Belgium
CHR1	CHR1	23575001	0	0.0086	0.0099	7.9652	7.1348	-0.9102	-1.5067	10.149	11.2402	33	38	0.0089	0.0011	12	12	23575001	Belgium
CHR1	CHR1	23599949	0	0.01	0.0106	7.9652	7.1348	-0.9102	-1.4413	10.149	11.0479	33	38	0.0098	0.0011	12	12	23599949	Belgium
CHR1	CHR1	23624959	0.0962	0.0068	0.0043	0.6374	NA	0.0953	NA	0.6151	NA	2	NA	0.0064	NA	12	12	23624959	Belgium
CHR1	CHR1	23650006	0	0.0078	0.0076	2.0075	0.0	-0.3247	NA	2.2012	0.0	7	0	0.0069	NA	12	12	23650006	Belgium
CHR1	CHR1	23674988	0	0.0083	0.0082	1.3701	0.0	-0.4451	NA	1.5723	0.0	5	0	0.0081	NA	12	12	23674988	Belgium
CHR1	CHR1	23700127	0	0.0108	0.009	7.3014	8.5119	-0.7218	-0.1075	8.8738	8.7396	30	29	0.0093	NA	12	12	23700127	Belgium
CHR1	CHR1	23724938	0	0.0147	0.0147	18.2389	21.7957	-0.3677	-0.3113	20.028	23.5496	70	81	0.0143	0.0004	12	12	23724938	Belgium
CHR1	CHR1	23750259	0	0.0071	0.0063	25.4019	23.023	-0.8024	-0.8741	31.4726	29.0735	110	100	0.0066	0.0004	12	12	23750259	Belgium
CHR1	CHR1	23774911	0	0.0074	0.0059	32.7954	24.9351	-0.8449	-0.4078	40.9937	27.6199	141	95	0.0064	0.001	12	12	23774911	Belgium
CHR1	CHR1	23800153	0	0.0109	0.0097	24.3136	21.999	-0.5727	-0.0723	28.1004	22.3866	95	77	0.0101	0.0012	12	12	23800153	Belgium
CHR1	CHR1	23824995	0	0.0071	0.0064	12.162	10.7642	-0.4416	-0.869	13.6065	13.6065	46	46	0.0067	0.0012	12	12	23824995	Belgium
CHR1	CHR1	23849744	0	0.0075	0.007	19.9124	13.4937	-0.4615	-0.9918	22.3866	17.7349	77	61	0.0069	0.001	12	12	23849744	Belgium
CHR1	CHR1	23875077	0	0.0081	0.0076	21.9946	17.6664	-0.707	-0.9229	26.4569	22.6774	91	78	0.0076	0.0012	12	12	23875077	Belgium
CHR1	CHR1	23899992	0	0.0081	0.0082	8.5511	8.7853	-0.9869	-0.622	11.2402	10.3528	38	35	0.008	NA	12	12	23899992	Belgium
CHR1	CHR1	23925001	0	0.0077	0.0073	5.3033	4.51	-1.2531	-1.464	7.6906	7.0991	26	24	0.0074	0.0016	12	12	23925001	Belgium
CHR1	CHR1	23949998	0	0.0103	0.0091	6.1141	7.5132	-1.2668	-1.2255	8.8738	10.7572	30	37	0.0091	0.0016	12	12	23949998	Belgium
CHR1	CHR1	23975002	0	0.0145	0.0138	16.3489	18.383	-0.9127	-0.7014	20.933	22.0959	72	76	0.014	0.0041	12	12	23975002	Belgium
CHR1	CHR1	24000006	0	0.0125	0.013	19.521	20.3861	-0.7577	-0.5616	23.8403	23.5496	82	81	0.0125	0.0041	12	12	24000006	Belgium
CHR1	CHR1	24024999	0	0.0078	0.0099	9.7242	10.2707	-0.6318	-0.5289	11.4519	11.7533	38	39	0.0082	NA	12	12	24024999	Belgium
CHR1	CHR1	24049807	0	0.013	0.0163	16.5271	18.0738	-0.0858	0.3647	16.8807	16.5946	59	58	0.0144	0.002	12	12	24049807	Belgium
CHR1	CHR1	24074944	0	0.0153	0.0185	11.0752	13.461	0.302	1.0585	10.2842	10.5668	37	39	0.0165	0.002	12	12	24074944	Belgium
CHR1	CHR1	24100001	0	0.0009	0.0061	0.0	NA	NA	NA	0.0	NA	0	NA	0.0021	NA	12	12	24100001	Belgium
CHR1	CHR1	24125009	0.2293	0.0032	0.0057	NA	NA	NA	NA	NA	NA	NA	NA	0.0065	NA	12	12	24125009	Belgium
CHR1	CHR1	24150006	0.0025	0.0112	0.012	5.4211	5.9582	-0.5057	-0.5781	6.2117	6.9777	21	24	0.0116	NA	12	12	24150006	Belgium
CHR1	CHR1	24175001	0.0013	0.0124	0.0119	5.7544	6.5945	-0.6904	-0.7791	6.9314	8.1369	23	27	0.0122	NA	12	12	24175001	Belgium
CHR1	CHR1	24199421	0	0.0196	0.0105	0.3333	0.6364	-1.4514	-1.179	0.6623	0.9934	2	3	0.0121	NA	12	12	24199421	Belgium
CHR1	CHR1	24225039	0	0.0077	0.01	1.6013	1.8195	-0.977	-1.2912	2.255	2.8611	8	10	0.0081	NA	12	12	24225039	Belgium
CHR1	CHR1	24249999	0	0.0081	0.011	3.0661	3.6085	-0.4475	-1.1014	3.4888	5.0285	12	17	0.0094	NA	12	12	24249999	Belgium
CHR1	CHR1	24275003	0	0.013	0.0134	37.3513	34.4413	-0.2255	-0.661	39.4838	40.9143	138	143	0.013	0.0016	12	12	24275003	Belgium
CHR1	CHR1	24299998	0	0.0087	0.0088	55.5762	53.6588	-0.3697	-0.9186	60.9423	68.6674	213	240	0.0086	0.0012	12	12	24299998	Belgium
CHR1	CHR1	24324990	0	0.0048	0.0044	68.9594	65.0807	-1.0879	-0.8262	93.2988	81.1784	331	288	0.0046	0.0022	12	12	24324990	Belgium
CHR1	CHR1	24349999	0	0.0043	0.0039	58.1311	54.3957	-1.2238	-0.6386	82.3059	64.2663	292	228	0.0041	0.0023	12	12	24349999	Belgium
CHR1	CHR1	24375000	0	0.0036	0.0034	23.7695	22.8369	-0.6596	-0.5204	28.2013	26.0299	97	88	0.0034	0.0006	12	12	24375000	Belgium
CHR1	CHR1	24400003	0	0.0048	0.0056	26.6071	23.9169	-0.6448	-0.1884	31.3542	25.0133	106	83	0.0051	0.0048	12	12	24400003	Belgium
CHR1	CHR1	24423452	0.0078	0.0047	0.005	21.9874	24.723	-0.6589	-0.4793	26.0299	27.9106	88	96	0.0049	0.0047	12	12	24423452	Belgium
CHR1	CHR1	24451139	0.0004	0.0036	0.0037	39.1575	45.3481	-1.0833	-0.7497	52.9915	55.22	188	193	0.0037	0.0019	12	12	24451139	Belgium
CHR1	CHR1	24475005	0	0.0035	0.0032	37.697	38.0529	-1.2894	-0.7483	54.6827	46.2269	194	159	0.0033	0.0011	12	12	24475005	Belgium
CHR1	CHR1	24498644	0	0.0034	0.0024	14.6893	12.7351	-1.6055	-0.8484	23.6635	15.9729	80	54	0.0028	0.0008	12	12	24498644	Belgium
CHR1	CHR1	24525291	0	0.0034	0.0025	6.2613	7.3713	-1.7631	-1.1168	11.0479	10.1757	38	35	0.003	0.0	12	12	24525291	Belgium
CHR1	CHR1	24549956	0	0.0032	0.0035	16.0016	13.8959	-1.1105	-0.9659	21.8052	18.0434	75	61	0.0033	0.0013	12	12	24549956	Belgium
CHR1	CHR1	24575067	0	0.0045	0.0044	53.4524	50.249	-0.3344	-0.2355	58.0812	53.2046	203	183	0.0043	0.0018	12	12	24575067	Belgium
CHR1	CHR1	24599936	0	0.0048	0.0045	49.945	49.4666	-0.1096	-0.0584	51.3003	50.1728	182	178	0.0046	0.0016	12	12	24599936	Belgium
CHR1	CHR1	24625091	0	0.0096	0.0106	40.908	40.2296	0.1794	-0.2214	39.1913	42.5267	141	153	0.0098	0.0022	12	12	24625091	Belgium
CHR1	CHR1	24650000	0	0.0339	0.0337	28.8139	27.7788	0.5567	-0.0996	25.3683	28.4688	90	101	0.033	0.0068	12	12	24650000	Belgium
CHR1	CHR1	24674981	0.25	0.0031	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	12	24674981	Belgium
CHR1	CHR1	24700087	0	0.0048	0.0029	NA	NA	NA	NA	NA	NA	NA	NA	0.0019	NA	12	12	24700087	Belgium
CHR1	CHR1	24720492	0	0.0109	0.0063	3.4127	3.0146	-1.4078	-0.8148	5.3243	3.8913	18	14	0.0084	NA	12	12	24720492	Belgium
CHR1	CHR1	24742659	0	0.0112	0.0064	3.4127	3.0146	-1.4078	-0.8148	5.3243	3.8913	18	14	0.0086	NA	12	12	24742659	Belgium
CHR1	CHR1	24778532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	12	24778532	Belgium
CHR1	CHR1	24806565	0	0.0016	0.0063	NA	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	12	12	24806565	Belgium
CHR1	CHR1	24827938	0	0.0121	0.0126	8.2495	6.8424	0.5433	0.1484	7.2268	6.5837	26	24	0.0119	0.0055	12	12	24827938	Belgium
CHR1	CHR1	24850030	0	0.012	0.0128	8.2495	6.8424	0.4878	0.1484	7.3286	6.5837	26	24	0.0119	0.0055	12	12	24850030	Belgium
CHR1	CHR1	24875000	0	0.0045	0.0083	0.0	NA	NA	NA	0.0	NA	0	NA	0.0061	NA	12	12	24875000	Belgium
CHR1	CHR1	24900028	0	0.0093	0.0139	NA	NA	NA	NA	NA	NA	NA	NA	0.0094	NA	12	12	24900028	Belgium
CHR1	CHR1	24924998	0	0.0059	0.0123	NA	0.1667	NA	-1.1405	NA	0.3311	NA	1	0.0063	NA	12	12	24924998	Belgium
CHR1	CHR1	24950001	0	0.0097	0.0085	2.1052	1.6151	-2.006	-1.8756	4.6635	3.3824	17	12	0.0085	0.0014	12	12	24950001	Belgium
CHR1	CHR1	24975003	0.004	0.005	0.0041	60.9784	47.3129	-0.5969	-0.2535	70.9395	50.285	244	170	0.0046	0.0009	12	12	24975003	Belgium
CHR1	CHR1	25000000	0	0.0072	0.0068	220.434	193.5515	-0.2285	0.1579	232.8791	186.6522	801	642	0.007	0.0084	12	12	25000000	Belgium
CHR1	CHR1	25025002	0	0.0089	0.0081	357.0761	321.8123	0.0308	0.5906	354.4955	282.3947	1239	987	0.0084	0.0073	12	12	25025002	Belgium
CHR1	CHR1	25049998	0	0.0077	0.0068	309.1424	270.645	-0.3205	0.4011	334.4675	247.2027	1169	864	0.0072	0.0046	12	12	25049998	Belgium
CHR1	CHR1	25075001	0	0.0061	0.0051	150.1481	140.1007	-1.0327	-0.4596	197.9909	156.9972	681	540	0.0055	0.003	12	12	25075001	Belgium
CHR1	CHR1	25100000	0	0.0049	0.0047	112.4581	117.2989	-1.1359	-0.7965	153.2176	144.2048	527	496	0.0047	0.0013	12	12	25100000	Belgium
CHR1	CHR1	25124991	0	0.0066	0.0063	160.9924	158.4833	-0.8195	-0.4545	199.7077	177.3487	698	610	0.0064	0.0023	12	12	25124991	Belgium
CHR1	CHR1	25150023	0	0.0105	0.0105	103.4874	110.587	-0.743	-0.1114	125.6041	113.5873	439	397	0.0104	0.003	12	12	25150023	Belgium
CHR1	CHR1	25174904	0	0.0126	0.0145	24.7564	28.9869	-1.0773	-0.7233	33.1289	34.9037	112	118	0.0135	0.0042	12	12	25174904	Belgium
CHR1	CHR1	25198228	0	0.0054	0.0054	22.4406	18.2366	-0.6666	-0.7982	26.6215	22.4804	90	76	0.0052	0.0036	12	12	25198228	Belgium
CHR1	CHR1	25224365	0	0.0062	0.0058	100.242	85.0893	-0.9689	-0.3218	130.5056	92.1288	463	322	0.0059	0.0035	12	12	25224365	Belgium
CHR1	CHR1	25252902	0	0.0056	0.0052	157.6613	139.1928	-0.9464	-0.4631	203.1411	156.125	710	537	0.0053	0.003	12	12	25252902	Belgium
CHR1	CHR1	25275012	0	0.0044	0.0039	133.0437	119.5524	-1.0882	-0.8203	178.5116	147.9844	614	509	0.0041	0.0014	12	12	25275012	Belgium
CHR1	CHR1	25300001	0	0.0045	0.0043	131.5971	126.1526	-1.2929	-1.0198	188.6873	165.7192	649	570	0.0044	0.0018	12	12	25300001	Belgium
CHR1	CHR1	25324999	0	0.0053	0.0048	170.9683	153.2201	-0.9384	-0.6525	219.7357	180.8375	768	622	0.005	0.0022	12	12	25324999	Belgium
CHR1	CHR1	25349998	0	0.0056	0.0049	185.3282	153.8026	-0.7394	-0.265	224.5996	163.9748	785	564	0.0051	0.0023	12	12	25349998	Belgium
CHR1	CHR1	25375000	0	0.0061	0.0061	162.1456	141.1838	-0.8579	-0.2515	203.4272	150.0195	711	516	0.0061	0.0022	12	12	25375000	Belgium
CHR1	CHR1	25399998	0	0.0078	0.0077	158.6187	141.4435	-0.6492	0.0488	187.4048	139.8438	655	481	0.0077	0.0025	12	12	25399998	Belgium
CHR1	CHR1	25425003	0	0.0069	0.0064	157.9275	136.2384	-0.6864	-0.2277	188.5492	143.9141	659	495	0.0065	0.0026	12	12	25425003	Belgium
CHR1	CHR1	25449992	0	0.0057	0.0056	102.2975	91.6812	-1.0931	-0.8074	137.5179	113.0961	473	389	0.0056	0.0025	12	12	25449992	Belgium
CHR1	CHR1	25475017	0.007	0.007	0.008	29.9278	36.3368	-1.1623	-0.9533	41.2844	46.7355	142	158	0.0076	0.0027	12	12	25475017	Belgium
CHR1	CHR1	25499926	0.0305	0.0053	0.0049	2.6357	4.2769	-1.8656	-1.1682	4.9207	6.0273	16	20	0.0054	NA	12	12	25499926	Belgium
CHR1	CHR1	25524627	0.0186	0.0071	0.0063	4.21	2.6752	-1.1412	-1.0321	5.9159	3.7195	20	13	0.0069	0.0	12	12	25524627	Belgium
CHR1	CHR1	25550757	0	0.0076	0.0064	12.7365	11.1977	-1.1689	-1.2814	17.7349	16.3085	61	57	0.0069	0.0009	12	12	25550757	Belgium
